Customer_Name,Email,Phone,Adresse,Age,Gender,Location,Customer_Segment,Category,Subcategory,Product,Price,Quantity,Weight,Date_Order,Tax_5_percent,Payement,Shipper,Shipping_Method,Shipping Costs,Inventory_id,StockLevel,Restock_Threshold,Last_Restock_Date,Warehouse_Name,Location_warehouse,Supplier_Name,Supplier_Phone,Location_Supplier,Quality_Score,rating_customer
Katherine Harrell,Katherine_Harrell@yopmail.com,+1-863-554-9485,378 Brandi Shore,-46,Male,Faroe Islands,Bronze,Energy,Biomass,Crop residues for energy generation,12,-7,1.2833877979016133,2023-11-29,0.6,Credit Card,DHL,Air,15.03,13,4007,150,2023-07-12,China WH,China,"Harris, Gonzales and Davis",804-201-3704,USA,3.39,3
Rhonda Stone,Rhonda_Stone@yopmail.com,229.838.1861,299 Maureen Lake,-36,Male,Indonesia,Bronze,Energy,Biomass,Wood pellets,11,-8,1.9898794309075534,2023-12-02,0.55,Credit Card,GeoPost,Sea,32.14,4,4008,150,2023-07-12,China WH,China,Soto PLC,001-617-852-7774x93039,Colombia,2.68,
Sarah Gamble,Sarah_Gamble@outlook.fr,7015259355,04065 Patel Spurs,7,Male,Niue,Bronze,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-3,1.2140480290588627,2023-12-02,1.15,Credit Card,FedEx,Air,47.27,18,4003,150,2023-07-12,Turkey WH,Turkey,Calderon LLC,317-443-7402,USA,1.28,1
Andrew Williams,Andrew_Williams@yopmail.com,001-283-959-9751,4119 Fernandez Divide Suite 651,-90,Female,Lao People's Democratic Republic,Gold,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-2,0.6360427662532552,2023-11-29,2.5,Credit Card,FedEx,Ground,43.77,23,4002,150,2023-07-12,China WH,China,Arnold Inc,875.934.0479x083,Colombia,1.66,1
Samuel Galloway,Samuel_Galloway@yopmail.com,210.638.9982x31633,91747 Gregory Motorway,-42,Male,Canada,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-3,1.514959383606674,2023-11-30,1.7,Ewallet,DHL,Sea,43.14,17,4003,150,2023-07-12,Japan WH,Japan,Edwards-Mcdaniel,4893575016,China,3.44,1
Jorge Hall,Jorge_Hall@hotmail.com,+1-394-967-3269x893,9381 Lisa Corners Apt. 758,7,Male,Finland,Bronze,Energy,Biofuels,Biodiesel,5,-3,1.3451480780032314,2023-11-30,0.25,Ewallet,GeoPost,Sea,49.34,5,4003,150,2023-07-12,China WH,China,"Murphy, Wang and Ho",001-453-598-7150x838,Colombia,4.57,3
Roy Jackson,Roy_Jackson@outlook.fr,878.230.4711,1960 Hayes Stravenue Apt. 567,59,Male,Zambia,Bronze,Food and Beverages,Organic Food,organic dairy products,61,-5,1.798428546692767,2023-12-02,3.05,Ewallet,Hermés Internation,Sea,35.25,1,4005,150,2023-07-12,Japan WH,Japan,Sanders-Young,+1-630-442-8441,USA,4.21,2
Sara Craig,Sara_Craig@gmail.com,(973)862-0211x4654,7932 Hansen Wall Apt. 342,31,Female,Georgia,Gold,Energy,Biofuels,Biogas,11,-7,0.8824343079028878,2023-11-30,0.55,Ewallet,FedEx,Sea,21.97,19,4007,150,2023-07-12,China WH,China,Watson Inc,766.472.7618,China,2.89,3
Kelly Burton,Kelly_Burton@gmail.com,001-336-541-2382,576 Scott Track Apt. 274,21,Male,Brazil,Gold,Energy,Biomass,Wood pellets,11,-8,0.9126853975906571,2023-11-29,0.55,Ewallet,GeoPost,Air,5.64,4,4008,150,2023-07-12,Turkey WH,Turkey,"Cowan, Allen and Martinez",001-604-422-0385x08661,Colombia,2.88,2
Matthew Singh,Matthew_Singh@gmail.com,621.328.4835x39920,0501 David Path Suite 383,-52,Male,Bahrain,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,7,1.7901574826013167,2023-11-27,3.75,Cash,DHL,Sea,35.07,9,3993,150,2023-07-12,Turkey WH,Turkey,"Todd, Crane and Vargas",001-919-479-1586x78495,USA,4.43,1
Alex Williams,Alex_Williams@gmail.com,709-985-9136x81060,7427 Chad Ridges Apt. 215,-13,Female,Saudi Arabia,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-10,1.5436148811533226,2023-11-27,1.45,Ewallet,DHL,Air,44.08,2,4010,150,2023-07-12,China WH,China,"Copeland, Ferrell and Stewart",967-665-4777x778,Colombia,1.55,1
Steven Stone,Steven_Stone@hotmail.com,(235)240-8132x2935,6550 Nguyen Rapid Apt. 468,74,Male,Saint Lucia,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-1,1.9426544236877032,2023-11-30,1.5,Cash,GeoPost,Sea,34.31,20,4001,150,2023-07-12,Turkey WH,Turkey,"Johnson, Stewart and Vance",349.681.2729,China,1.04,5
Diane Thomas,Diane_Thomas@yopmail.com,755-570-1426,7203 Crane Meadows,-28,Female,Cyprus,Gold,Food and Beverages,Plant-Based Meat Alternatives,Tempeh,31,8,0.6967709990547505,2023-12-02,1.55,Cash,DHL,Sea,38.38,11,3992,150,2023-07-12,Turkey WH,Turkey,Becker-Blanchard,410.683.4421x33261,Colombia,1.07,3
Phillip Collins,Phillip_Collins@hotmail.com,478.786.2066x426,872 Clarke Branch,-36,Female,Algeria,Gold,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,6,1.1440670697554027,2023-11-27,1.7,Credit Card,FedEx,Ground,21.06,17,3994,150,2023-07-12,Japan WH,Japan,"Zavala, Rodriguez and Orr",+1-232-690-9295x7453,USA,3.44,2
Lawrence Miller,Lawrence_Miller@maroc.ma,+1-390-567-7446,5008 Diaz Plaza,24,Female,Libyan Arab Jamahiriya,Gold,Energy,Biofuels,Biogas,11,8,1.7222312485162674,2023-11-29,0.55,Cash,FedEx,Sea,11.6,19,3992,150,2023-07-12,Japan WH,Japan,"Wilson, Adams and Clark",597-482-3393x6028,USA,3.38,5
Teresa Gonzales,Teresa_Gonzales@youcode.ma,233-243-2605,30824 Michael Groves Suite 657,74,Female,Kazakhstan,Silver,Energy,Biofuels,Biodiesel,5,-8,1.129080953502303,2023-12-01,0.25,Ewallet,United Parcel Service,Air,31.54,5,4008,150,2023-07-12,Japan WH,Japan,Smith PLC,716.986.5110x00276,Turkey,2.36,1
Tony Mckinney,Tony_Mckinney@maroc.ma,673-356-2890,40764 Robert View,-60,Male,Afghanistan,Bronze,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-1,0.9754044907415336,2023-11-28,1.8,Cash,United Parcel Service,Sea,43.54,14,4001,150,2023-07-12,China WH,China,Cox-Nguyen,+1-965-874-4506x0374,USA,2.47,5
Colleen Hobbs,Colleen_Hobbs@outlook.fr,897-388-9202x441,4176 Peters Orchard Apt. 480,15,Male,Micronesia,Bronze,Energy,Biofuels,Biogas,11,1,0.4413350011185324,2023-11-27,0.55,Ewallet,DHL,Sea,13.12,19,3999,150,2023-07-12,Turkey WH,Turkey,"Jones, Melendez and Smith",(229)927-8306x26622,Colombia,4.11,3
Julie Robinson,Julie_Robinson@gmail.com,606-583-6234x085,451 Kelley Street Apt. 763,38,Female,Switzerland,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-4,0.7116038839696548,2023-11-30,1.5,Ewallet,GeoPost,Ground,19.01,20,4004,150,2023-07-12,China WH,China,Lewis Ltd,+1-328-471-0172x869,USA,4.05,3
Robert Bird,Robert_Bird@gmail.com,9959336341,5617 Wilson Course Apt. 426,14,Male,French Guiana,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,6,0.3540733845136542,2023-12-02,3.55,Ewallet,FedEx,Air,36.88,6,3994,150,2023-07-12,China WH,China,York-Phillips,(990)520-6485,China,2.61,5
Charles Love,Charles_Love@yopmail.com,001-491-577-2082x4907,63578 Crystal Skyway,28,Female,Lesotho,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-6,0.8380659856870316,2023-11-30,2.3,Ewallet,GeoPost,Air,23.8,7,4006,150,2023-07-12,Turkey WH,Turkey,Murray Group,593.513.4791,Colombia,4.47,1
Kyle Gray,Kyle_Gray@maroc.ma,+1-719-921-1543x6132,05066 Janet Spurs,-19,Male,Mauritania,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,-6,0.16360554570749142,2023-11-29,3.55,Ewallet,United Parcel Service,Sea,6.93,6,4006,150,2023-07-12,Turkey WH,Turkey,Gallagher-Bowman,759.860.9638x3574,USA,1.17,4
Stephanie Perez,Stephanie_Perez@gmail.com,262-596-2206x052,6272 Adams Brook,17,Female,Mongolia,Gold,Energy,Biomass,Crop residues for energy generation,12,5,1.8554852269838484,2023-12-01,0.6,Ewallet,Hermés Internation,Ground,34.69,13,3995,150,2023-07-12,Japan WH,Japan,Nelson-Jackson,001-906-579-8187,China,3.99,4
Richard Jones,Richard_Jones@maroc.ma,821.836.6797,44422 Laura Stravenue Apt. 125,-54,Male,Chile,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-8,1.5754594144675131,2023-12-03,2.5,Ewallet,Hermés Internation,Air,24.21,23,4008,150,2023-07-12,China WH,China,Donovan-Alexander,(677)798-3144,France,4.55,5
James Howard,James_Howard@yopmail.com,832-246-4288,629 Vaughan Square Apt. 251,-70,Male,Macao,Bronze,Energy,Biofuels,Ethanol,9,9,1.0208868095656667,2023-11-28,0.45,Ewallet,DHL,Ground,20.47,12,3991,150,2023-07-12,Japan WH,Japan,Pacheco Group,9273790287,China,1.33,3
Jay Ware,Jay_Ware@gmail.com,2666789724,685 Scott Gateway,8,Female,Montenegro,Gold,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-4,1.3328383158213037,2023-12-01,1.7,Ewallet,United Parcel Service,Sea,6.5,17,4004,150,2023-07-12,China WH,China,Montgomery Ltd,+1-406-957-8362x8254,USA,2.76,1
Jasmine Woods,Jasmine_Woods@youcode.ma,424-484-2740x53731,303 Joshua Loaf Apt. 347,34,Male,Timor-Leste,Bronze,Energy,Biofuels,Biodiesel,5,7,0.9840890784260178,2023-11-28,0.25,Ewallet,DHL,Sea,20.11,5,3993,150,2023-07-12,Japan WH,Japan,Lee LLC,3458327667,Colombia,4.77,2
Jacob Malone,Jacob_Malone@gmail.com,001-849-323-6275x46852,4789 Jones Port,52,Female,Latvia,Silver,Food and Beverages,Organic Food,organic dairy products,61,2,1.9172153934159066,2023-11-29,3.05,Cash,GeoPost,Air,6.29,1,3998,150,2023-07-12,Turkey WH,Turkey,Jones Group,(325)900-7395,Turkey,4.03,2
Anna Green,Anna_Green@youcode.ma,+1-750-585-0956x8394,53294 John Walks,-57,Male,Ghana,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,0,1.846050701360628,2023-11-30,2.2,Credit Card,GeoPost,Ground,25.25,16,4000,150,2023-07-12,Japan WH,Japan,Mccoy Inc,+1-793-904-5352,France,2.61,5
Catherine Contreras,Catherine_Contreras@gmail.com,971-532-0038x1762,2363 Philip Tunnel Apt. 951,9,Female,Saint Kitts and Nevis,Silver,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,7,0.4423704100754581,2023-11-29,2.3,Ewallet,DHL,Sea,7.74,7,3993,150,2023-07-12,China WH,China,Gordon Inc,796.781.1017x935,Colombia,3.55,
Timothy Hill,Timothy_Hill@youcode.ma,(284)429-0110,4633 Candace Street,42,Female,Sierra Leone,Bronze,Energy,Biomass,Wood pellets,11,-10,0.5672891479190684,2023-11-29,0.55,Cash,United Parcel Service,Sea,10.27,4,4010,150,2023-07-12,Turkey WH,Turkey,"Anderson, Larson and Taylor",+1-773-959-4687,Turkey,1.54,3
Karen Cross,Karen_Cross@maroc.ma,001-811-639-0512x0592,5656 Jones Stravenue,-14,Male,Solomon Islands,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-9,1.9073311038146121,2023-12-01,1.5,Cash,FedEx,Air,38.63,20,4009,150,2023-07-12,China WH,China,Charles PLC,608.483.4345x65294,Turkey,3.81,5
Jeff Dunn,Jeff_Dunn@yopmail.com,001-850-791-1276x07814,717 Patricia Summit,52,Male,Italy,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,10,0.6136742747649241,2023-12-01,0.55,Ewallet,DHL,Sea,6.13,22,3990,150,2023-07-12,China WH,China,Case-Harvey,+1-585-821-8862x53749,Colombia,2.75,2
Stephanie Adams,Stephanie_Adams@outlook.fr,(563)909-6503x18446,5221 Pamela Trail,61,Female,Mauritius,Bronze,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,7,0.32426345446645366,2023-12-02,1.45,Ewallet,Hermés Internation,Ground,28.02,2,3993,150,2023-07-12,China WH,China,Manning Ltd,992.814.3475x4503,Colombia,1.41,4
Tracy Rodriguez,Tracy_Rodriguez@maroc.ma,799-219-8124,7514 Melissa Greens Apt. 494,-6,Male,Taiwan,Gold,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-9,0.9486900283807376,2023-11-27,2.2,Cash,DHL,Sea,15.06,16,4009,150,2023-07-12,Japan WH,Japan,Hall PLC,303.545.6552x071,USA,2.87,1
Mark Rodriguez,Mark_Rodriguez@hotmail.com,224.314.5146x39976,09503 Jason Cliffs Suite 115,55,Female,Burundi,Silver,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,-1,1.1039173509726528,2023-12-01,0.55,Cash,FedEx,Sea,36.64,22,4001,150,2023-07-12,Turkey WH,Turkey,"Brown, Skinner and Padilla",452-779-6437,China,3.13,5
Jamie Humphrey,Jamie_Humphrey@maroc.ma,804-417-7605x13875,996 Melissa Views Suite 160,37,Male,Saint Kitts and Nevis,Silver,Materials and Chemicals,Bioplastics,PLA (Polylactic Acid),23,-8,1.67590467485741,2023-11-29,1.15,Ewallet,GeoPost,Sea,16.62,18,4008,150,2023-07-12,Japan WH,Japan,"Diaz, Young and Gonzales",001-794-652-6854x041,USA,3.05,3
Jonathan Henry,Jonathan_Henry@youcode.ma,+1-405-256-5177x437,763 Christensen Dale,-79,Female,South Georgia and the South Sandwich Islands,Bronze,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,8,0.9562674391669267,2023-11-27,4.0,Cash,DHL,Sea,11.41,10,3992,150,2023-07-12,China WH,China,Stevenson-Thompson,623-745-1158x46575,China,1.47,4
Keith Stone,Keith_Stone@outlook.fr,660.579.6596,56524 Mejia Summit,12,Male,Afghanistan,Silver,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-3,1.682695597213969,2023-11-29,0.55,Ewallet,United Parcel Service,Air,14.12,3,4003,150,2023-07-12,Japan WH,Japan,"Robinson, Hatfield and Moody",001-254-249-2543x893,China,2.7,
James Brooks,James_Brooks@outlook.fr,490.874.9632,2470 Anthony Skyway Apt. 480,-36,Male,Andorra,Gold,Energy,Biofuels,Ethanol,9,0,0.6057390013720056,2023-11-28,0.45,Ewallet,FedEx,Ground,40.22,12,4000,150,2023-07-12,China WH,China,Fernandez-Sullivan,(623)425-1258,France,4.18,1
Michael Williams,Michael_Williams@gmail.com,4294899688,711 Dominguez Wells Apt. 111,-61,Male,Saint Barthelemy,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,4,0.2836866507223565,2023-11-29,0.5,Ewallet,GeoPost,Air,5.12,15,3996,150,2023-07-12,China WH,China,Miller Group,431.594.8209x406,USA,1.61,
Michele Mccarthy,Michele_Mccarthy@outlook.fr,6319674825,185 Elizabeth Springs Suite 668,-38,Male,Vietnam,Silver,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-5,0.697757536562694,2023-12-01,1.7,Ewallet,Hermés Internation,Air,8.9,17,4005,150,2023-07-12,Japan WH,Japan,Brown PLC,(993)239-5541x797,Colombia,4.95,3
Breanna Michael,Breanna_Michael@maroc.ma,(258)883-6890x27064,8583 Sparks Keys,25,Male,Argentina,Silver,Energy,Biofuels,Ethanol,9,-3,0.7704238540168235,2023-11-28,0.45,Cash,United Parcel Service,Air,47.08,12,4003,150,2023-07-12,Turkey WH,Turkey,Dunn PLC,001-662-515-7693x1971,Colombia,1.12,2
Jeffrey Doyle,Jeffrey_Doyle@gmail.com,940.772.3579x621,898 Jeffrey Harbors Apt. 353,-42,Male,Niger,Silver,Pharmaceuticals,Herbal Medicines,Turmeric supplements,29,-10,1.3112465257003332,2023-12-02,1.45,Ewallet,DHL,Sea,16.11,2,4010,150,2023-07-12,Japan WH,Japan,"Mathis, Marquez and Owens",(276)467-5582x9689,Colombia,3.99,4
Aaron Hess,Aaron_Hess@hotmail.com,(235)619-0118x03503,443 Frederick Springs,47,Female,Cook Islands,Silver,Pharmaceuticals,Biopharmaceuticals,Monoclonal antibodies,10,-1,0.7679244606272452,2023-11-28,0.5,Ewallet,Hermés Internation,Air,30.63,15,4001,150,2023-07-12,China WH,China,Harrison-Collier,+1-714-974-9855x63678,France,2.66,1
Vincent Anderson,Vincent_Anderson@youcode.ma,001-398-766-0662x6174,794 Obrien Shoal Apt. 144,-21,Male,Turks and Caicos Islands,Gold,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,-10,0.4790785306235027,2023-12-02,2.3,Ewallet,DHL,Air,47.29,7,4010,150,2023-07-12,China WH,China,Salas and Sons,455.849.2687x84741,France,4.94,
Justin Sullivan,Justin_Sullivan@hotmail.com,(514)387-7763,7644 Smith Islands,-55,Female,Djibouti,Bronze,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,-6,0.7412656959039391,2023-11-27,0.8,Credit Card,Hermés Internation,Sea,5.08,8,4006,150,2023-07-12,Turkey WH,Turkey,"Wright, Baker and Moyer",286-641-6407x38389,France,4.93,4
Gregory Buchanan,Gregory_Buchanan@outlook.fr,3347673650,49825 Glenn Pine Suite 197,-63,Female,Cocos (Keeling) Islands,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,-2,1.452561401570915,2023-12-02,0.55,Ewallet,FedEx,Air,40.84,3,4002,150,2023-07-12,Japan WH,Japan,Johns PLC,729-953-2753x03334,Turkey,2.01,
Xavier Ortega,Xavier_Ortega@youcode.ma,967-385-3847x3163,245 Wallace Knoll Apt. 469,-38,Female,Saint Kitts and Nevis,Silver,Agriculture,Biopesticides,Bacillus thuringiensis (Bt) products,44,-4,0.3887897291740884,2023-11-27,2.2,Ewallet,DHL,Ground,46.85,16,4004,150,2023-07-12,China WH,China,Thompson-Reyes,001-511-563-4749x01322,Turkey,4.15,3
Abigail Spencer,Abigail_Spencer@hotmail.com,218-642-8441x17302,9303 Lucas Estate Apt. 116,-8,Female,Namibia,Bronze,Materials and Chemicals,Biodegradable Packaging,Compostable bags,34,-2,1.3081482392238515,2023-11-30,1.7,Cash,Hermés Internation,Ground,46.64,17,4002,150,2023-07-12,Turkey WH,Turkey,Miller-Bennett,001-612-300-0277,China,4.7,2
Cynthia Crane,Cynthia_Crane@gmail.com,995-220-3256x4766,02547 William Trafficway,78,Female,Central African Republic,Gold,Agriculture,Biopesticides,Neem oil-based insecticides,71,-4,0.8183161536576393,2023-11-28,3.55,Cash,DHL,Air,26.6,6,4004,150,2023-07-12,China WH,China,"Mckenzie, Carter and Larson",(408)308-6439x9826,Colombia,3.4,1
Richard Greer,Richard_Greer@gmail.com,+1-658-667-2194x699,462 Barbara Mill Suite 494,-29,Female,Nigeria,Silver,Pharmaceuticals,Biopharmaceuticals,Insulin,11,0,1.9008673863812404,2023-11-29,0.55,Ewallet,United Parcel Service,Air,24.19,3,4000,150,2023-07-12,Turkey WH,Turkey,"Rich, Moody and Montes",+1-540-608-1672x757,Colombia,4.66,5
Jacob Holmes,Jacob_Holmes@hotmail.com,268-884-5401x087,128 Martin Mountains,68,Female,United States of America,Gold,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,2,0.31428016542892484,2023-12-03,2.5,Ewallet,FedEx,Sea,38.21,23,3998,150,2023-07-12,Japan WH,Japan,"Terry, Burton and Walker",(849)743-5962,China,2.61,4
Brian Hill,Brian_Hill@yopmail.com,7448881064,8814 Williams Isle,54,Male,Haiti,Bronze,Energy,Biofuels,Biogas,11,6,0.7358600933910935,2023-12-02,0.55,Cash,United Parcel Service,Sea,31.08,19,3994,150,2023-07-12,Turkey WH,Turkey,Reyes Group,715.876.1459x793,Turkey,3.27,
Bill Henderson,Bill_Henderson@yopmail.com,678-459-4702x4950,86953 Williams Creek,-48,Male,Cayman Islands,Silver,Pharmaceuticals,Biopharmaceuticals,Vaccines,50,-9,1.3462519019864367,2023-11-27,2.5,Credit Card,FedEx,Sea,26.2,23,4009,150,2023-07-12,China WH,China,Rogers-Paul,(674)745-8567x41004,China,2.97,3
Jessica Clark,Jessica_Clark@youcode.ma,+1-865-871-4274x65151,960 Denise Mission Suite 139,-7,Male,Isle of Man,Bronze,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,-5,0.5636809958038755,2023-12-02,1.5,Ewallet,FedEx,Ground,39.59,20,4005,150,2023-07-12,China WH,China,"Reynolds, Martin and Rogers",+1-422-841-7059x3524,France,1.07,3
Earl Owen,Earl_Owen@outlook.fr,598.712.4370,78984 Jones Parkway Suite 021,29,Female,Chad,Bronze,Pharmaceuticals,Biopharmaceuticals,Insulin,11,4,1.9507466823608284,2023-11-30,0.55,Credit Card,Hermés Internation,Sea,16.96,3,3996,150,2023-07-12,Turkey WH,Turkey,Murphy-Allen,(273)885-6735x90171,Turkey,3.75,4
Lisa Chapman,Lisa_Chapman@youcode.ma,817.664.1356x24967,784 Lucas Brook,-51,Male,Niger,Silver,Energy,Biomass,Crop residues for energy generation,12,-10,0.9965189776255353,2023-11-28,0.6,Ewallet,FedEx,Air,26.92,13,4010,150,2023-07-12,Turkey WH,Turkey,Garcia-Davis,2328286777,USA,2.22,3
Matthew James,Matthew_James@youcode.ma,001-858-296-3211x43358,35329 Roberts Prairie,67,Female,Palau,Silver,Food and Beverages,Organic Food,Organic fruits and vegetables,36,-9,1.9950667375272642,2023-12-02,1.8,Cash,FedEx,Air,11.12,14,4009,150,2023-07-12,Japan WH,Japan,Mcmahon Inc,7809161377,USA,1.97,5
Carlos Dunn,Carlos_Dunn@yopmail.com,684-624-2477,556 Richard Cliffs,40,Male,Burundi,Gold,Energy,Biomass,Wood pellets,11,4,0.5772852769904977,2023-12-01,0.55,Cash,DHL,Sea,11.23,4,3996,150,2023-07-12,China WH,China,Smith Group,233.296.6206,USA,2.6,2
David Bell,David_Bell@yopmail.com,853.567.9754x943,793 Daniel Loaf Suite 005,-29,Female,Aruba,Gold,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,-6,0.8462187612851201,2023-12-01,4.0,Ewallet,United Parcel Service,Sea,16.6,10,4006,150,2023-07-12,Turkey WH,Turkey,"Lewis, Munoz and Romero",(391)731-9488x3074,China,1.03,
Steven Norman,Steven_Norman@hotmail.com,892-680-3108,6089 Anderson Walks,-67,Male,Malta,Gold,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,7,0.9387647609864399,2023-11-27,4.0,Ewallet,GeoPost,Ground,39.78,10,3993,150,2023-07-12,Japan WH,Japan,"White, Berry and Maddox",919-722-3716x42663,France,4.65,2
Francisco Sutton,Francisco_Sutton@gmail.com,7723138456,028 Laura Turnpike,61,Female,British Virgin Islands,Bronze,Agriculture,Biofertilizers,Mycorrhizal fungi products,75,2,1.8146354707469867,2023-12-02,3.75,Credit Card,FedEx,Ground,12.38,9,3998,150,2023-07-12,China WH,China,Hatfield Group,485-544-6420x86778,France,1.01,5
Ana West,Ana_West@hotmail.com,+1-839-945-0313x360,27614 Jones Cliff,-26,Male,Central African Republic,Bronze,Pharmaceuticals,Herbal Medicines,Echinacea extracts,46,9,1.376349091620748,2023-11-30,2.3,Cash,FedEx,Ground,21.52,7,3991,150,2023-07-12,Turkey WH,Turkey,Rodriguez Group,711-318-2273x2683,France,2.67,1
Blake White,Blake_White@hotmail.com,805.247.5844x41677,964 Nicole Mountains Suite 707,-53,Female,Belize,Gold,Energy,Biomass,Wood pellets,11,9,1.0036702412549405,2023-12-01,0.55,Credit Card,Hermés Internation,Ground,5.32,4,3991,150,2023-07-12,Japan WH,Japan,"Alexander, Kelley and Lee",3884323229,France,2.7,3
Austin Cantrell,Austin_Cantrell@maroc.ma,367-213-5129x46515,30170 David Hollow,17,Male,Tokelau,Bronze,Materials and Chemicals,Bioplastics,PHA (Polyhydroxyalkanoates),11,4,0.7689862450559957,2023-11-30,0.55,Ewallet,United Parcel Service,Ground,49.74,22,3996,150,2023-07-12,Japan WH,Japan,"Potts, Carpenter and Miller",001-365-583-2110x6084,Colombia,3.1,3
Dwayne Patton,Dwayne_Patton@gmail.com,(459)759-3682x64536,99572 Smith Grove Apt. 361,-22,Female,Christmas Island,Silver,Energy,Biomass,Crop residues for energy generation,12,-3,1.9135330980879672,2023-12-02,0.6,Ewallet,DHL,Sea,34.7,13,4003,150,2023-07-12,Japan WH,Japan,Wright-Soto,465-435-1000x01107,Colombia,2.76,5
Brooke Trujillo,Brooke_Trujillo@maroc.ma,+1-822-552-5678,982 Simmons Springs,-31,Male,Svalbard & Jan Mayen Islands,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,10,0.30220253477201686,2023-12-02,3.55,Credit Card,FedEx,Sea,25.13,6,3990,150,2023-07-12,Turkey WH,Turkey,Travis-Jennings,6419333937,China,1.23,1
Jimmy Ross,Jimmy_Ross@gmail.com,+1-645-730-4304,73552 William Mount Apt. 236,-62,Male,Honduras,Bronze,Energy,Biomass,Wood pellets,11,-2,1.1633975782050747,2023-11-30,0.55,Cash,GeoPost,Ground,40.74,4,4002,150,2023-07-12,Turkey WH,Turkey,Rollins Group,(207)965-3100x49146,Colombia,3.22,
John Barnes,John_Barnes@gmail.com,(393)407-6071x590,3785 Adam Groves Suite 501,9,Male,Canada,Silver,Materials and Chemicals,Biodegradable Packaging,Biodegradable food containers,30,10,0.5596013637844137,2023-11-29,1.5,Ewallet,United Parcel Service,Sea,42.05,20,3990,150,2023-07-12,Turkey WH,Turkey,"Contreras, Spencer and Boone",745.459.8962,Turkey,2.13,4
Barbara Gray,Barbara_Gray@yopmail.com,685.273.3784x8044,122 Bennett Mission,-28,Male,Falkland Islands (Malvinas),Bronze,Food and Beverages,Organic Food,organic dairy products,61,-7,0.5989460817249932,2023-11-28,3.05,Ewallet,GeoPost,Air,33.43,1,4007,150,2023-07-12,Japan WH,Japan,Ward and Sons,811.600.7937x9748,Colombia,4.5,
Stephen Jones,Stephen_Jones@maroc.ma,(599)823-4610,29662 Fuller Crossing,-55,Male,Pitcairn Islands,Gold,Agriculture,Biofertilizers,Rhizobium-based fertilizers,80,0,0.9394905930918092,2023-12-01,4.0,Cash,United Parcel Service,Ground,29.24,10,4000,150,2023-07-12,Japan WH,Japan,Maldonado Group,565-621-9652x404,France,3.35,2
Luis Murillo,Luis_Murillo@hotmail.com,852-434-5667x195,7301 Mark Ferry Suite 865,2,Female,Heard Island and McDonald Islands,Bronze,Agriculture,Biopesticides,Neem oil-based insecticides,71,10,1.4910907033139418,2023-11-27,3.55,Credit Card,FedEx,Ground,10.47,6,3990,150,2023-07-12,China WH,China,"Wells, White and Rivas",(700)638-8500x77480,Colombia,3.57,4
Jeffrey Roth,Jeffrey_Roth@maroc.ma,(721)627-8109x31726,3346 Hendrix Freeway Suite 362,-38,Female,Mexico,Gold,Food and Beverages,Plant-Based Meat Alternatives,Seitan,16,2,1.8506549769277005,2023-11-29,0.8,Cash,Hermés Internation,Air,31.23,8,3998,150,2023-07-12,China WH,China,"Jefferson, Mclean and Potter",(748)883-3419x4396,Colombia,2.11,3
